id	Fu	Ag	Ex	Re	Vi
0	2.8871729866266684	12.106612021112786	2.4106494775675595	8.687640390651664	0.058102724294726155
1	3.3895091908732455	7.335863072589797	5.876406442848277	3.696142363979779	4.46489629607435
2	1.9005621996826865	1.4127138857876458	3.617052624514855	9.725427727299271	10.606298289730566
3	2.3678265332914195	8.386542025991542	5.901041243928207	4.62392713776328	1.8086654930056636
4	7.6278664026504055	5.614853783274803	3.745035897158386	0.7096080765556665	7.125004801585807
5	6.16983766365885	2.0463044353592466	0.8928096693300707	7.842100317950643	10.246730417380723
6	6.3385836933328585	4.130272217440955	4.265522230915899	2.9834471501066906	6.35609419875576
7	0.8430406580823241	4.051092169600301	4.373426154821385	4.048854846187551	9.360762680918286
8	1.0752811479148097	6.368663961551033	7.649711242296798	6.134635884988264	8.352747966184003
9	5.287457169385008	2.2545377436725547	4.747649058411996	8.581471874135293	8.488092404891713
10	8.582043637579917	0.4117070541877005	7.90003865806828	1.6422712237658388	9.685587240892742
11	1.505489418846401	10.108947447435515	6.846545281523396	2.6742691356168837	3.4773589657050366
12	4.709050528492786	6.396988350353599	1.6393249194630566	7.8232698631046915	8.476820149173577
13	9.566044349884542	10.23821041103341	3.6240732211343314	1.7553458338591923	4.603639472700492
14	3.7307912148402673	3.255457436972335	6.242244639406981	5.774157096911885	4.215230843004441
15	2.9208821051671534	11.118376138411397	6.959027340401212	3.606220853652436	3.6445690936770894
16	1.5240888043539222	2.051663790562885	7.52898120273881	4.199567880643666	8.593028025345003
17	7.292259814875661	2.478032969072772	5.739194340192809	1.5774911810421415	7.891500783138245
18	4.2519006915129784	7.757179908373601	3.659560450386513	5.291096380716709	8.403346998519455
19	0.6102960558153184	8.375047780464849	6.113542960884157	0.04576626988232337	8.61034859638397
20	5.771041637859591	3.901377567185541	4.265972078366556	0.2813292287989938	12.849900645090269
21	0.9757323408076811	6.0441999707725556	0.3025270317949889	20.713768153720636	0.44159667195139185
22	6.426826270537737	0.38142176854762655	6.333673343008606	6.212946156447689	5.815671875950573
23	2.677137122842943	6.9268956570047475	3.6394305921387176	0.5079585960102804	10.063155675034436
24	5.821085687266463	4.909138313809303	0.7873842355442763	6.502490648303442	7.669771176165267
25	2.2034850482854957	5.338375775618892	5.351896384487459	4.893119947224313	5.3549107319600955
26	7.4828072575903715	7.717765002818725	1.6483069153313192	2.5655026623462196	5.940017445600766
27	10.599604626729203	0.5368127780981883	1.1150055001225134	0.724391728885076	9.859918095934388
28	5.490123286165564	4.5455506470855775	8.216362005019441	5.126688527930014	0.2501281990960159
29	0.3904997101377365	5.648031081489623	6.787599280953205	7.460427797853929	4.703391178100085
30	2.455966859218411	7.087512281322528	11.112287766497431	3.6910258662296127	0.7857141768205377
31	8.585325498514212	8.399334718410968	7.064403110376711	1.2854989855190144	0.6051353366748777
32	7.319469399782414	5.536152370978574	7.740795877673866	4.383331087761898	1.481506240211334
33	9.751560360490553	7.127618000892544	3.8985754292350405	5.5185421503952155	0.7388794075681246
34	6.707836823346563	4.45566144260183	2.8088401429806056	6.178605173227311	4.752139910754299
35	7.797519714911597	5.0642086169568135	1.7614765160918293	9.153603672535699	0.9994074303365984
36	5.299670438733945	5.605434174911766	7.154204724015983	3.1541442511648405	1.3203612218706895
37	4.864860210181005	1.8127781735007258	4.542564735954955	7.536922440668667	6.196435534608144
38	7.350141108063553	2.20646806202416	1.2872385380489022	8.080894255519794	4.803530187484394
39	10.75707493847981	3.141020273077411	0.3404209276225137	13.030072984805281	2.278216458615048
40	0.8206409231198908	7.088094687017934	5.538006025609801	8.768415775196768	0.5004288740870292
41	1.0163554899818665	0.43212417832345884	8.75441883955375	7.524251506319317	8.963900214310069
42	6.776734545407906	0.718908818932201	8.73600700468208	6.302707003236221	7.145373707417151
